ID,Office_PIN,Applicant_Gender,Applicant_Marital_Status,Applicant_Occupation,Applicant_Qualification,Manager_Joining_Designation,Manager_Current_Designation,Manager_Status,Manager_Gender,Manager_Num_Application,Manager_Num_Coded,Manager_Business,Manager_Num_Products,Business_Sourced,Applicant_Age,Manager_Age,Manager_Tenure,Application_Receipt_Month,Application_Receipt_Year,City_Name,Country_Name
FIN1004782,400075,M,S,Business,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,351799.0,19.0,1,22.0,46.0,10.0,11,2007,Maharashtra,India
FIN1004783,530003,M,M,Salaried,Class XII,2.0,4.0,Confirmation,M,0.0,2.0,453888.0,19.0,1,36.0,28.0,73.0,11,2007,Harghita,România
FIN1004784,695014,M,M,Unknown,Class XII,1.0,1.0,Probation,F,5.0,4.0,45000.0,2.0,0,32.1277766024963,41.0,4.0,11,2007,Kerala,India
FIN1004785,500016,M,M,Salaried,Class XII,2.0,2.0,Probation,M,1.0,1.0,0.0,0.0,0,26.0,31.0,2.0,11,2007,Telangana,India
FIN1004786,180012,M,M,Business,Class XII,1.0,1.0,Probation,M,1.0,1.0,210718.0,4.0,0,31.0,34.0,4.0,11,2007,Jammu and Kashmir,India
FIN1004787,841226,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,2.0,1.0,110022.0,6.0,0,28.0,39.0,39.0,11,2007,Bihar,India
FIN1004788,803101,M,M,Unknown,Class XII,1.0,1.0,Confirmation,M,7.0,3.0,501241.0,19.0,0,32.1277766024963,45.0,17.0,11,2007,Bihar,India
FIN1004789,171006,F,S,Salaried,Class XII,2.0,2.0,Confirmation,M,5.0,4.0,227452.0,11.0,0,23.0,33.0,25.0,11,2007,Himachal Pradesh,India
FIN1004790,400075,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,4.0,3.0,579891.0,12.0,0,31.0,44.0,9.0,11,2007,Maharashtra,India
FIN1004791,751009,F,S,Business,Class XII,1.0,1.0,Probation,M,6.0,1.0,0.0,0.0,0,23.0,35.0,4.0,11,2007,Odisha,India
FIN1004792,250001,M,S,Salaried,Class XII,1.0,1.0,Confirmation,M,4.0,0.0,95716.0,4.0,0,33.0,33.0,27.0,11,2007,山东省,中国
FIN1004793,121002,M,M,Salaried,Class XII,1.0,2.0,Confirmation,F,4.0,3.0,173755.0,9.0,0,35.0,25.0,16.0,11,2007,Haryana,India
FIN1004794,680001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,80558.0,5.0,1,57.0,43.0,24.0,11,2007,Kerala,India
FIN1004795,680001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,F,2.0,2.0,169492.0,4.0,1,58.0,49.0,42.0,11,2007,Kerala,India
FIN1004796,400092,F,S,Salaried,Class XII,1.0,2.0,Confirmation,F,3.0,2.0,107944.0,5.0,1,32.0,50.0,14.0,11,2007,Maharashtra,India
FIN1004797,208001,M,S,Salaried,Class XII,2.0,2.0,Probation,M,5.0,0.0,0.0,0.0,0,22.0,30.0,1.0,11,2007,Uttar Pradesh,India
FIN1004798,400075,M,M,Salaried,Class XII,1.0,3.0,Confirmation,F,5.0,2.0,508225.0,15.0,1,43.0,48.0,17.0,11,2007,Maharashtra,India
FIN1004799,680001,M,M,Salaried,Class XII,1.0,4.0,Confirmation,M,1.0,1.0,208411.0,11.0,1,65.0,45.0,35.0,11,2007,Kerala,India
FIN1004800,281001,M,S,Salaried,Class XII,1.0,2.0,Confirmation,M,0.0,0.0,193461.0,9.0,0,19.0,32.0,36.0,11,2007,Uttar Pradesh,India
FIN1004801,680001,F,M,Salaried,Class XII,1.0,2.0,Confirmation,F,3.0,3.0,431028.0,10.0,1,22.0,28.0,27.0,11,2007,Kerala,India
FIN1004802,273001,M,S,Salaried,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,94778.0,4.0,0,38.0,41.0,15.0,11,2007,Uttar Pradesh,India
FIN1004803,713216,F,M,Salaried,Class XII,2.0,4.0,Confirmation,M,3.0,2.0,574446.0,17.0,1,38.0,39.0,72.0,11,2007,West Bengal,India
FIN1004804,842001,M,S,Salaried,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,191948.0,13.0,0,31.0,36.0,42.0,11,2007,Bihar,India
FIN1004805,686004,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,2.0,3.0,187003.0,5.0,0,22.0,33.0,45.0,11,2007,Kerala,India
FIN1004806,201010,M,M,Salaried,Class XII,2.0,2.0,Probation,M,2.0,0.0,42999.0,2.0,1,27.0,28.0,2.0,11,2007,Uttar Pradesh,India
FIN1004807,851101,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,146624.0,7.0,0,36.0,36.0,42.0,11,2007,Bihar,India
FIN1004808,452003,M,M,Salaried,Class XII,3.0,3.0,Probation,M,5.0,1.0,0.0,0.0,1,28.0,30.0,2.0,11,2007,Madhya Pradesh,India
FIN1004809,474008,F,S,Salaried,Class XII,1.0,3.0,Confirmation,M,1.0,0.0,142686.0,6.0,0,35.0,33.0,27.0,11,2007,Madhya Pradesh,India
FIN1004810,400075,F,S,Salaried,Class XII,1.0,2.0,Confirmation,M,4.0,2.0,359392.0,12.0,0,22.0,50.0,51.0,11,2007,Maharashtra,India
FIN1004811,530003,F,M,Business,Class XII,3.0,3.0,Probation,M,6.0,4.0,80196.0,5.0,0,31.0,33.0,3.0,11,2007,Harghita,România
FIN1004812,201010,M,M,Business,Class XII,2.0,2.0,Confirmation,F,3.0,2.0,182349.0,10.0,0,28.0,36.0,5.0,11,2007,Uttar Pradesh,India
FIN1004813,271201,M,M,Salaried,Class XII,1.0,3.0,Confirmation,M,3.0,0.0,93292.0,8.0,0,25.0,41.0,51.0,11,2007,Uttar Pradesh,India
FIN1004814,431001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,F,3.0,2.0,162452.0,9.0,0,33.0,31.0,20.0,11,2007,Maharashtra,India
FIN1004815,323001,M,S,Business,Class XII,1.0,1.0,Confirmation,M,1.0,0.0,124423.0,5.0,0,28.0,30.0,17.0,11,2007,Rajasthan,India
FIN1004816,201301,M,M,Business,Class XII,3.0,3.0,Probation,M,8.0,3.0,10175.0,1.0,0,42.0,29.0,4.0,11,2007,Uttar Pradesh,India
FIN1004817,686004,F,M,Salaried,Class XII,1.0,2.0,Confirmation,F,2.0,1.0,191605.0,8.0,0,56.0,45.0,18.0,11,2007,Kerala,India
FIN1004818,224122,M,M,Salaried,Class X,1.0,1.0,Confirmation,M,6.0,2.0,149400.0,7.0,0,26.0,40.0,18.0,11,2007,Uttar Pradesh,India
FIN1004819,201010,M,M,Salaried,Class XII,3.0,3.0,Probation,M,3.0,0.0,0.0,0.0,0,38.0,38.0,2.0,11,2007,Uttar Pradesh,India
FIN1004820,414003,M,M,Salaried,Class XII,1.0,1.0,Probation,M,9.0,0.0,0.0,0.0,0,32.0,30.0,4.0,11,2007,Maharashtra,India
FIN1004821,224001,M,M,Business,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,0,31.0,29.0,0.0,11,2007,Брестская область,Беларусь
FIN1004822,230001,M,M,Business,Class XII,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,0,35.0,35.0,1.0,11,2007,Гродненская область,Беларусь
FIN1004823,781005,M,S,Salaried,Class XII,3.0,3.0,Probation,M,4.0,1.0,0.0,0.0,0,35.0,36.0,2.0,11,2007,Assam,India
FIN1004824,444601,F,M,Salaried,Class XII,1.0,1.0,Confirmation,M,4.0,0.0,96981.0,6.0,1,39.0,30.0,16.0,11,2007,Maharashtra,India
FIN1004825,201010,M,M,Business,Class XII,,,,,,,,,0,32.0,,,11,2007,Uttar Pradesh,India
FIN1004826,713303,M,M,Business,Class XII,1.0,1.0,Confirmation,M,2.0,0.0,111107.0,6.0,1,30.0,34.0,12.0,11,2007,Unknown,Unknown
FIN1004827,202001,M,M,Business,Class XII,1.0,1.0,Confirmation,M,2.0,0.0,91061.0,5.0,1,23.0,39.0,46.0,11,2007,基隆市,臺灣
FIN1004828,211001,M,M,Salaried,Class XII,1.0,1.0,Probation,M,4.0,0.0,0.0,0.0,1,34.0,30.0,1.0,11,2007,Uttar Pradesh,India
FIN1004829,224122,M,M,Salaried,Class XII,1.0,3.0,Confirmation,M,4.0,0.0,174098.0,11.0,1,60.0,36.0,49.0,11,2007,Uttar Pradesh,India
FIN1004830,201301,M,M,Business,Class XII,2.0,2.0,Probation,M,6.0,4.0,272923.0,6.0,1,32.0,25.0,4.0,11,2007,Uttar Pradesh,India
FIN1004831,305001,F,M,Business,Class XII,3.0,3.0,Probation,M,8.0,4.0,24251.0,1.0,1,28.0,32.0,4.0,11,2007,Rajasthan,India
FIN1004832,302001,M,S,Student,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,19.0,35.0,1.0,11,2007,Rajasthan,India
FIN1004833,201001,M,M,Salaried,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,1,29.0,29.0,1.0,11,2007,Uttar Pradesh,India
FIN1004834,285001,M,S,Salaried,Class XII,1.0,1.0,Probation,M,3.0,0.0,0.0,0.0,1,28.0,34.0,1.0,11,2007,Uttar Pradesh,India
FIN1004835,250001,M,M,Salaried,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,44.0,30.0,0.0,11,2007,山东省,中国
FIN1004836,277001,F,S,Business,Class XII,1.0,1.0,Confirmation,M,3.0,1.0,280601.0,11.0,1,19.0,30.0,17.0,11,2007,Uttar Pradesh,India
FIN1004837,211001,F,S,Salaried,Class XII,2.0,2.0,Probation,M,4.0,0.0,0.0,0.0,1,25.0,25.0,1.0,11,2007,Uttar Pradesh,India
FIN1004838,250001,M,S,Business,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,24.0,38.0,0.0,11,2007,山东省,中国
FIN1004839,226001,M,S,Salaried,Class XII,1.0,1.0,Probation,M,5.0,1.0,19404.0,1.0,1,23.0,21.0,2.0,11,2007,Uttar Pradesh,India
FIN1004840,416001,M,S,Salaried,Class XII,3.0,4.0,Confirmation,M,0.0,0.0,743919.0,25.0,1,25.0,38.0,72.0,11,2007,Maharashtra,India
FIN1004841,431001,M,M,Salaried,Class XII,1.0,1.0,Probation,M,2.0,1.0,45545.0,2.0,0,45.0,44.0,5.0,11,2007,Maharashtra,India
FIN1004842,171006,M,S,Business,Class XII,3.0,3.0,Probation,M,2.0,1.0,155364.0,8.0,1,26.0,30.0,4.0,11,2007,Himachal Pradesh,India
FIN1004843,713303,M,S,Business,Class X,2.0,2.0,Probation,M,1.0,0.0,0.0,0.0,1,18.0,34.0,1.0,11,2007,Unknown,Unknown
FIN1004844,695014,F,M,Salaried,Class XII,1.0,3.0,Confirmation,F,4.0,3.0,1143196.0,17.0,0,29.0,41.0,18.0,11,2007,Kerala,India
FIN1004845,713216,M,S,Business,Class XII,2.0,4.0,Confirmation,M,3.0,2.0,574446.0,17.0,1,21.0,39.0,72.0,11,2007,West Bengal,India
FIN1004846,302001,M,S,Salaried,Graduate,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,0,30.0,35.0,1.0,11,2007,Rajasthan,India
FIN1004847,400705,M,M,Salaried,Class XII,3.0,3.0,Probation,M,2.0,1.0,0.0,0.0,0,33.0,29.0,2.0,11,2007,Maharashtra,India
FIN1004848,201001,M,M,Salaried,Class XII,2.0,2.0,Probation,M,9.0,2.0,35000.0,2.0,0,24.0,30.0,3.0,11,2007,Uttar Pradesh,India
FIN1004849,444601,M,M,Business,Class XII,2.0,3.0,Confirmation,M,2.0,2.0,482095.0,15.0,0,38.0,39.0,49.0,11,2007,Maharashtra,India
FIN1004850,781005,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,4.0,1.0,173121.0,8.0,0,25.0,32.0,17.0,11,2007,Assam,India
FIN1004851,230001,F,M,Business,Class XII,2.0,3.0,Confirmation,M,1.0,0.0,386827.0,12.0,0,39.0,44.0,52.0,11,2007,Гродненская область,Беларусь
FIN1004852,695014,M,M,Salaried,Class XII,1.0,5.0,Confirmation,F,2.0,3.0,770000.0,8.0,0,49.0,38.0,76.0,11,2007,Kerala,India
FIN1004853,802101,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,5.0,2.0,253587.0,14.0,0,30.0,25.0,16.0,11,2007,Bihar,India
FIN1004854,305001,M,M,Salaried,Class XII,2.0,2.0,Probation,M,7.0,4.0,0.0,0.0,0,25.0,31.0,3.0,11,2007,Rajasthan,India
FIN1004855,500016,M,S,Salaried,Class XII,2.0,2.0,Probation,F,2.0,1.0,82606.0,2.0,0,26.0,27.0,5.0,11,2007,Telangana,India
FIN1004856,250001,M,M,Unknown,Class XII,,,,,,,,,0,32.1277766024963,,,11,2007,山东省,中国
FIN1004857,221010,M,M,Salaried,Class XII,1.0,3.0,Confirmation,M,2.0,1.0,192232.0,15.0,0,28.0,37.0,43.0,11,2007,Uttar Pradesh,India
FIN1004858,284001,M,S,Student,Class XII,1.0,1.0,Confirmation,M,1.0,1.0,271608.0,16.0,0,21.0,40.0,42.0,11,2007,Uttar Pradesh,India
FIN1004859,444601,M,M,Salaried,Class XII,1.0,3.0,Confirmation,M,3.0,1.0,325306.0,14.0,0,36.0,43.0,63.0,11,2007,Maharashtra,India
FIN1004860,695014,F,M,Salaried,Class XII,1.0,3.0,Confirmation,F,2.0,3.0,236734.0,8.0,0,48.0,52.0,17.0,11,2007,Kerala,India
FIN1004861,224001,M,S,Business,Class XII,2.0,2.0,Probation,M,0.0,0.0,0.0,0.0,0,31.0,33.0,1.0,11,2007,Брестская область,Беларусь
FIN1004862,302001,F,M,Salaried,Class XII,1.0,1.0,Probation,M,3.0,3.0,40202.0,2.0,0,30.0,40.0,4.0,11,2007,Rajasthan,India
FIN1004863,414003,M,M,Business,Class XII,2.0,3.0,Confirmation,M,1.0,0.0,89002.0,5.0,0,39.0,37.0,73.0,11,2007,Maharashtra,India
FIN1004864,400092,M,M,Salaried,Class XII,3.0,3.0,Probation,M,4.0,2.0,99900.0,2.0,0,27.0,31.0,3.0,11,2007,Maharashtra,India
FIN1004865,411006,M,S,Business,Class XII,4.0,4.0,Probation,M,1.0,0.0,15017.0,1.0,0,26.0,30.0,2.0,11,2007,Maharashtra,India
FIN1004866,751009,M,S,Business,Class XII,1.0,2.0,Confirmation,F,1.0,0.0,137490.0,6.0,0,23.0,28.0,21.0,11,2007,Odisha,India
FIN1004867,751009,F,M,Salaried,Class XII,2.0,2.0,Probation,M,6.0,1.0,0.0,0.0,0,40.0,31.0,3.0,11,2007,Odisha,India
FIN1004868,209625,M,S,Business,Class XII,1.0,1.0,Confirmation,M,3.0,1.0,92462.0,4.0,0,23.0,24.0,14.0,11,2007,Uttar Pradesh,India
FIN1004869,713303,M,S,Business,Class XII,2.0,4.0,Confirmation,M,2.0,0.0,1044782.0,17.0,0,26.0,37.0,64.0,11,2007,Unknown,Unknown
FIN1004870,492001,M,M,Business,Class XII,2.0,4.0,Confirmation,F,1.0,1.0,176844.0,6.0,0,54.0,37.0,57.0,11,2007,Chhattisgarh,India
FIN1004871,202001,F,S,Business,Class XII,2.0,4.0,Confirmation,M,1.0,1.0,120001.0,4.0,1,42.0,43.0,73.0,11,2007,基隆市,臺灣
FIN1004872,416001,M,M,Business,Class XII,2.0,2.0,Probation,M,3.0,1.0,0.0,0.0,0,35.0,30.0,3.0,11,2007,Maharashtra,India
FIN1004873,841226,M,M,Salaried,Class XII,,,,,,,,,0,22.0,,,11,2007,Bihar,India
FIN1004874,211001,M,M,Salaried,Class XII,,,,,,,,,1,45.0,,,11,2007,Uttar Pradesh,India
FIN1004875,121002,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,1.0,335215.0,11.0,1,34.0,33.0,17.0,11,2007,Haryana,India
FIN1004876,843302,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,1.0,0.0,103173.0,7.0,1,22.0,26.0,45.0,11,2007,Bihar,India
FIN1004877,201010,M,M,Business,Class XII,2.0,2.0,Confirmation,F,3.0,2.0,182349.0,10.0,1,32.0,36.0,5.0,11,2007,Uttar Pradesh,India
FIN1004878,800001,F,M,Salaried,Class XII,,,,,,,,,0,37.0,,,11,2007,Galați,România
FIN1004879,211001,M,M,Salaried,Class XII,,,,,,,,,1,30.0,,,11,2007,Uttar Pradesh,India
FIN1004880,211001,M,M,Salaried,Class XII,,,,,,,,,0,24.0,,,11,2007,Uttar Pradesh,India
FIN1004881,800001,M,M,Business,Class XII,1.0,1.0,Confirmation,M,0.0,0.0,82211.0,4.0,0,31.0,32.0,12.0,11,2007,Galați,România
FIN1004882,781005,F,S,Salaried,Class XII,1.0,2.0,Confirmation,M,4.0,1.0,173121.0,8.0,0,21.0,32.0,17.0,11,2007,Assam,India
FIN1004883,277001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,0.0,1.0,201500.0,9.0,0,24.0,33.0,42.0,11,2007,Uttar Pradesh,India
FIN1004884,800001,M,M,Business,Class XII,1.0,1.0,Confirmation,M,1.0,1.0,117554.0,7.0,0,30.0,38.0,18.0,11,2007,Galați,România
FIN1004885,695014,M,S,Salaried,Class XII,1.0,3.0,Confirmation,F,4.0,3.0,1143196.0,17.0,0,29.0,41.0,18.0,11,2007,Kerala,India
FIN1004886,211001,M,M,Business,Class XII,1.0,1.0,Probation,M,4.0,0.0,0.0,0.0,0,27.0,27.0,1.0,11,2007,Uttar Pradesh,India
FIN1004887,695014,F,M,Salaried,Class XII,1.0,2.0,Confirmation,M,2.0,1.0,415210.0,11.0,0,58.0,47.0,16.0,11,2007,Kerala,India
FIN1004888,802101,M,M,Salaried,Class XII,1.0,4.0,Confirmation,M,4.0,0.0,231046.0,12.0,0,26.0,32.0,52.0,11,2007,Bihar,India
FIN1004889,800001,F,M,Salaried,Class XII,0.0,1.0,Confirmation,M,1.0,0.0,0.0,0.0,0,28.0,31.0,11.0,11,2007,Galați,România
FIN1004890,274001,F,M,Salaried,Class XII,1.0,3.0,Confirmation,M,1.0,0.0,209820.0,6.0,0,30.0,26.0,43.0,11,2007,Uttar Pradesh,India
FIN1004891,121002,M,S,Salaried,Class XII,1.0,1.0,Confirmation,F,2.0,1.0,108656.0,5.0,0,24.0,23.0,16.0,11,2007,Haryana,India
FIN1004892,226001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,4.0,1.0,51645.0,3.0,0,33.0,24.0,18.0,11,2007,Uttar Pradesh,India
FIN1004893,224122,M,M,Salaried,Class XII,1.0,1.0,Probation,M,9.0,1.0,25045.0,2.0,0,33.0,35.0,3.0,11,2007,Uttar Pradesh,India
FIN1004894,211001,M,M,Business,Class XII,,,,,,,,,0,32.0,,,11,2007,Uttar Pradesh,India
FIN1004895,250001,M,S,Business,Class XII,2.0,2.0,Confirmation,M,0.0,2.0,445162.0,7.0,0,25.0,34.0,15.0,11,2007,山东省,中国
FIN1004896,474008,F,M,Salaried,Class XII,2.0,2.0,Confirmation,M,1.0,1.0,168197.0,11.0,0,37.0,41.0,13.0,11,2007,Madhya Pradesh,India
FIN1004897,121002,M,M,Salaried,Class XII,2.0,4.0,Confirmation,M,0.0,0.0,507244.0,17.0,0,39.0,46.0,66.0,11,2007,Haryana,India
FIN1004898,400092,M,M,Salaried,Class XII,2.0,2.0,Probation,F,0.0,0.0,0.0,0.0,0,28.0,27.0,1.0,11,2007,Maharashtra,India
FIN1004899,281001,M,S,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,0.0,180894.0,7.0,0,24.0,32.0,42.0,11,2007,Uttar Pradesh,India
FIN1004900,121002,F,M,Salaried,Class XII,2.0,4.0,Confirmation,M,0.0,0.0,507244.0,17.0,1,42.0,46.0,66.0,11,2007,Haryana,India
FIN1004901,713303,M,S,Business,Class XII,2.0,4.0,Confirmation,M,2.0,0.0,1044782.0,17.0,1,22.0,37.0,64.0,11,2007,Unknown,Unknown
FIN1004902,141001,M,S,Salaried,Class XII,6.0,4.0,Confirmation,M,3.0,2.0,183800.0,6.0,1,26.0,33.0,30.0,11,2007,Центральный федеральный округ,Россия
FIN1004903,492001,M,S,Salaried,Class XII,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,1,20.0,24.0,1.0,11,2007,Chhattisgarh,India
FIN1004904,171006,F,S,Salaried,Class XII,3.0,4.0,Confirmation,M,1.0,0.0,708891.0,18.0,1,28.0,40.0,16.0,11,2007,Himachal Pradesh,India
FIN1004905,400075,F,S,Business,Class XII,1.0,2.0,Confirmation,F,5.0,4.0,402253.0,14.0,1,22.0,44.0,13.0,11,2007,Maharashtra,India
FIN1004906,400075,F,S,Salaried,Class XII,1.0,2.0,Confirmation,F,5.0,4.0,402253.0,14.0,1,23.0,44.0,13.0,11,2007,Maharashtra,India
FIN1004907,492001,M,M,Business,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,54.0,30.0,0.0,11,2007,Chhattisgarh,India
FIN1004908,492001,M,S,Business,Class XII,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,1,29.0,31.0,0.0,11,2007,Chhattisgarh,India
FIN1004909,390020,M,M,Business,Class XII,1.0,4.0,Confirmation,M,3.0,1.0,714000.0,12.0,1,35.0,34.0,23.0,11,2007,Центральный федеральный округ,Россия
FIN1004910,211001,M,M,Salaried,Class XII,,,,,,,,,1,33.0,,,11,2007,Uttar Pradesh,India
FIN1004911,400075,F,M,Salaried,Class XII,2.0,2.0,Confirmation,M,4.0,2.0,70735.0,4.0,1,38.0,48.0,14.0,11,2007,Maharashtra,India
FIN1004912,500016,M,S,Business,Class XII,2.0,2.0,Probation,M,2.0,0.0,0.0,0.0,0,24.0,32.0,2.0,11,2007,Telangana,India
FIN1004913,284001,M,S,Student,Class XII,1.0,1.0,Confirmation,M,1.0,1.0,271608.0,16.0,0,27.0,40.0,42.0,11,2007,Uttar Pradesh,India
FIN1004914,141001,M,S,Business,Class XII,2.0,2.0,Probation,F,0.0,0.0,0.0,0.0,1,22.0,37.0,0.0,11,2007,Центральный федеральный округ,Россия
FIN1004915,474008,M,M,Business,Class XII,2.0,4.0,Confirmation,M,2.0,2.0,319134.0,11.0,1,38.0,32.0,53.0,11,2007,Madhya Pradesh,India
FIN1004916,305001,M,M,Salaried,Class XII,2.0,2.0,Probation,M,5.0,1.0,94531.0,5.0,0,36.0,27.0,3.0,11,2007,Rajasthan,India
FIN1004917,284001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,2.0,1.0,211941.0,13.0,1,58.0,40.0,18.0,11,2007,Uttar Pradesh,India
FIN1004918,224122,M,S,Student,Graduate,1.0,1.0,Probation,M,9.0,1.0,25045.0,2.0,1,23.0,35.0,3.0,11,2007,Uttar Pradesh,India
FIN1004919,211001,F,S,Business,Class XII,1.0,4.0,Confirmation,M,3.0,0.0,416891.0,14.0,0,24.0,29.0,50.0,11,2007,Uttar Pradesh,India
FIN1004920,208001,M,M,Business,Class XII,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,0,44.0,26.0,0.0,11,2007,Uttar Pradesh,India
FIN1004921,814112,F,S,Business,Class XII,1.0,1.0,Confirmation,M,3.0,4.0,120882.0,7.0,1,26.0,28.0,22.0,11,2007,Jharkhand,India
FIN1004922,680001,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,0.0,0.0,90373.0,5.0,0,35.0,26.0,36.0,11,2007,Kerala,India
FIN1004923,274001,M,M,Salaried,Class XII,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,1,25.0,25.0,0.0,11,2007,Uttar Pradesh,India
FIN1004924,171006,M,S,Student,Class XII,3.0,3.0,Probation,M,2.0,1.0,155364.0,8.0,0,20.0,30.0,4.0,11,2007,Himachal Pradesh,India
FIN1004925,277001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,4.0,0.0,315474.0,18.0,1,33.0,35.0,37.0,11,2007,Uttar Pradesh,India
FIN1004926,277001,M,M,Salaried,Class XII,2.0,2.0,Confirmation,M,4.0,1.0,201133.0,14.0,0,30.0,40.0,40.0,11,2007,Uttar Pradesh,India
FIN1004927,452003,M,M,Business,Class XII,3.0,3.0,Probation,M,8.0,3.0,0.0,0.0,1,28.0,32.0,3.0,11,2007,Madhya Pradesh,India
FIN1004928,250001,F,M,Salaried,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,30.0,30.0,0.0,11,2007,山东省,中国
FIN1004929,274001,M,M,Salaried,Class XII,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,1,25.0,25.0,0.0,11,2007,Uttar Pradesh,India
FIN1004930,462003,M,M,Business,Class XII,3.0,3.0,Probation,M,8.0,1.0,15635.0,1.0,0,39.0,33.0,4.0,11,2007,Madhya Pradesh,India
FIN1004931,221010,M,M,Business,Class XII,3.0,3.0,Probation,M,2.0,0.0,0.0,0.0,1,36.0,28.0,1.0,11,2007,Uttar Pradesh,India
FIN1004932,452003,F,M,Salaried,Class XII,1.0,3.0,Confirmation,M,6.0,2.0,206021.0,8.0,1,29.0,41.0,54.0,11,2007,Madhya Pradesh,India
FIN1004933,171006,F,M,Salaried,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,26.0,34.0,0.0,11,2007,Himachal Pradesh,India
FIN1004934,230001,M,M,Salaried,Class XII,1.0,3.0,Confirmation,M,3.0,1.0,293304.0,19.0,1,20.0,29.0,51.0,11,2007,Гродненская область,Беларусь
FIN1004935,171006,M,S,Business,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,23.0,34.0,0.0,11,2007,Himachal Pradesh,India
FIN1004936,221010,F,S,Salaried,Class XII,2.0,2.0,Probation,M,3.0,2.0,94509.0,4.0,0,20.0,41.0,5.0,11,2007,Uttar Pradesh,India
FIN1004937,230001,F,M,Salaried,Class XII,1.0,1.0,Probation,M,0.0,0.0,0.0,0.0,1,30.0,35.0,1.0,11,2007,Гродненская область,Беларусь
FIN1004938,462003,M,M,Salaried,Class XII,1.0,1.0,Probation,M,7.0,5.0,55000.0,2.0,0,38.0,30.0,3.0,11,2007,Madhya Pradesh,India
FIN1004939,211001,M,M,Business,Class XII,1.0,3.0,Confirmation,M,0.0,0.0,455137.0,26.0,1,31.0,31.0,18.0,11,2007,Uttar Pradesh,India
FIN1004940,841428,M,M,Salaried,Class XII,1.0,1.0,Confirmation,M,14.0,4.0,91368.0,5.0,1,31.0,28.0,5.0,11,2007,Bihar,India
FIN1004941,171006,M,S,Salaried,Graduate,3.0,4.0,Confirmation,M,1.0,0.0,708891.0,18.0,1,31.0,40.0,16.0,11,2007,Himachal Pradesh,India
FIN1004942,171006,F,S,Student,Class XII,3.0,3.0,Probation,M,0.0,0.0,0.0,0.0,1,23.0,34.0,0.0,11,2007,Himachal Pradesh,India
FIN1004943,160017,F,M,Salaried,Class XII,1.0,2.0,Confirmation,F,1.0,1.0,171212.0,7.0,1,41.0,37.0,28.0,11,2007,Северо-Западный федеральный округ,Россия
FIN1004944,476001,M,M,Business,Graduate,1.0,3.0,Confirmation,M,0.0,0.0,100746.0,7.0,1,28.0,37.0,42.0,11,2007,Madhya Pradesh,India
FIN1004945,474008,M,S,Business,Class XII,1.0,3.0,Confirmation,M,1.0,0.0,142686.0,6.0,0,32.0,33.0,27.0,11,2007,Madhya Pradesh,India
FIN1004946,171006,F,M,Salaried,Class XII,2.0,4.0,Confirmation,M,1.0,1.0,70402.0,5.0,0,33.0,46.0,21.0,11,2007,Himachal Pradesh,India
FIN1004947,281001,M,M,Salaried,Class XII,1.0,2.0,Confirmation,M,3.0,1.0,310215.0,15.0,0,40.0,50.0,42.0,11,2007,Uttar Pradesh,India
FIN1004948,201010,M,M,Business,Class XII,2.0,2.0,Confirmation,M,3.0,2.0,178981.0,9.0,0,29.0,41.0,18.0,11,2007,Uttar Pradesh,India
